date,unit_sales,dcoilwtico,is_national_holiday,is_regional_holiday,is_local_holiday,year,month,day,dayofweek,quarter,week_of_year,is_weekend,is_month_start,is_month_end,lag_1,lag_7,lag_14,lag_30,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,oil_lag_1,oil_rolling_7d_mean
2013-01-02,582.0,93.14,0,0,0,2013,1,2,2,1,1,0,0,0,,,,,,,,,,
2013-01-03,310.0,92.97,0,0,0,2013,1,3,3,1,1,0,0,0,582.0,,,,,,,,93.14,
2013-01-04,338.0,93.12,0,0,0,2013,1,4,4,1,1,0,0,0,310.0,,,,,,,,92.97,
2013-01-05,654.0,93.14666666666668,1,0,0,2013,1,5,5,1,1,1,0,0,338.0,,,,,,,,93.12,
2013-01-06,979.0,93.17333333333333,0,0,0,2013,1,6,6,1,1,1,0,0,654.0,,,,,,,,93.14666666666668,
2013-01-07,541.0,93.2,0,0,0,2013,1,7,0,1,2,0,0,0,979.0,,,,,,,,93.17333333333333,
2013-01-08,434.0,93.21,0,0,0,2013,1,8,1,1,2,0,0,0,541.0,,,,,,,,93.2,
2013-01-09,593.0,93.08,0,0,0,2013,1,9,2,1,2,0,0,0,434.0,582.0,,,548.2857142857143,,,228.0136796230395,93.21,93.13714285714286
2013-01-10,700.0,93.81,0,0,0,2013,1,10,3,1,2,0,0,0,593.0,310.0,,,549.8571428571429,,,228.32245368588448,93.08,93.12857142857142
2013-01-11,726.0,93.6,0,0,0,2013,1,11,4,1,2,0,0,0,700.0,338.0,,,605.5714285714286,,,206.58723511941804,93.81,93.24857142857142
2013-01-12,631.0,93.82333333333332,1,0,0,2013,1,12,5,1,2,1,0,0,726.0,654.0,,,661.0,,,171.98449542521752,93.6,93.31714285714285
2013-01-13,679.0,94.04666666666667,0,0,0,2013,1,13,6,1,2,1,0,0,631.0,979.0,,,657.7142857142857,,,172.35981191073736,93.82333333333332,93.41380952380952
2013-01-14,683.0,94.27,0,0,0,2013,1,14,0,1,3,0,0,0,679.0,541.0,,,614.8571428571429,,,102.15907297189116,94.04666666666667,93.53857142857143
2013-01-15,547.0,93.26,0,0,0,2013,1,15,1,1,3,0,0,0,683.0,434.0,,,635.1428571428571,,,99.10167938608738,94.27,93.69142857142857
2013-01-16,265.0,94.28,0,0,0,2013,1,16,2,1,3,0,0,0,547.0,593.0,582.0,,651.2857142857143,599.7857142857143,,63.78796721878481,93.26,93.69857142857143
2013-01-17,4.0,95.49,0,0,0,2013,1,17,3,1,3,0,0,0,265.0,700.0,310.0,,604.4285714285714,577.1428571428571,,160.6568362928233,94.28,93.87
2013-01-18,60.0,95.61,0,0,0,2013,1,18,4,1,3,0,0,0,4.0,726.0,338.0,,505.0,555.2857142857143,,269.88948355453437,95.49,94.11
2013-01-19,667.0,95.73,0,0,0,2013,1,19,5,1,3,1,0,0,60.0,631.0,654.0,,409.85714285714283,535.4285714285714,,295.2007388040824,95.61,94.39714285714285
2013-01-20,1090.0,95.85,0,0,0,2013,1,20,6,1,3,1,0,0,667.0,679.0,979.0,,415.0,536.3571428571429,,299.97055411045466,95.73,94.66952380952382
2013-01-21,760.0,95.97,0,0,0,2013,1,21,0,1,4,0,0,0,1090.0,683.0,541.0,,473.7142857142857,544.2857142857143,,387.66210127107433,95.85,94.92714285714285
2013-01-22,461.0,96.09,0,0,0,2013,1,22,1,1,4,0,0,0,760.0,547.0,434.0,,484.7142857142857,559.9285714285714,,395.60153112516053,95.97,95.16999999999999
2013-01-23,413.0,95.06,0,0,0,2013,1,23,2,1,4,0,0,0,461.0,265.0,593.0,,472.42857142857144,561.8571428571429,,394.6791342947065,96.09,95.57428571428571
2013-01-24,326.0,95.35,0,0,0,2013,1,24,3,1,4,0,0,0,413.0,4.0,700.0,,493.57142857142856,549.0,,385.5744014423403,95.06,95.68571428571428
2013-01-25,389.0,95.15,0,0,0,2013,1,25,4,1,4,0,0,0,326.0,60.0,726.0,,539.5714285714286,522.2857142857143,,333.0649872236433,95.35,95.66571428571429
2013-01-26,697.0,95.41666666666667,0,0,0,2013,1,26,5,1,4,1,0,0,389.0,667.0,631.0,,586.5714285714286,498.2142857142857,,271.6657610268282,95.15,95.6
2013-01-27,616.0,95.68333333333334,0,0,0,2013,1,27,6,1,4,1,0,0,697.0,1090.0,679.0,,590.8571428571429,502.92857142857144,,273.377290309826,95.41666666666667,95.5552380952381
2013-01-28,318.0,95.95,0,0,0,2013,1,28,0,1,5,0,0,0,616.0,760.0,683.0,,523.1428571428571,498.42857142857144,,167.2337969943361,95.68333333333334,95.53142857142858
2013-01-29,393.0,97.62,0,0,0,2013,1,29,1,1,5,0,0,0,318.0,461.0,547.0,,460.0,472.35714285714283,,144.8424431350605,95.95,95.52857142857144
2013-01-30,487.0,97.98,0,0,0,2013,1,30,2,1,5,0,0,0,393.0,413.0,265.0,,450.2857142857143,461.35714285714283,,147.02801806199383,97.62,95.74714285714286
2013-01-31,282.0,97.65,0,0,0,2013,1,31,3,1,5,0,0,1,487.0,326.0,4.0,,460.85714285714283,477.2142857142857,,146.5599178623181,97.98,96.16428571428573
2013-02-01,401.0,97.46,0,0,0,2013,2,1,4,1,5,0,1,0,282.0,389.0,60.0,582.0,454.57142857142856,497.07142857142856,520.8333333333334,154.05935776279742,97.65,96.49285714285715
2013-02-02,775.0,97.04333333333332,0,0,0,2013,2,2,5,1,5,1,0,0,401.0,697.0,667.0,310.0,456.2857142857143,521.4285714285714,514.8,153.2728659240484,97.46,96.82285714285716
2013-02-03,855.0,96.62666666666667,0,0,0,2013,2,3,6,1,5,1,0,0,775.0,616.0,1090.0,338.0,467.42857142857144,529.1428571428571,530.3,174.98653009384927,97.04333333333332,97.0552380952381
2013-02-04,411.0,96.21,0,0,0,2013,2,4,0,1,6,0,0,0,855.0,318.0,760.0,654.0,501.57142857142856,512.3571428571429,547.5333333333333,224.9813748904984,96.62666666666667,97.19000000000001
2013-02-05,272.0,96.68,0,0,0,2013,2,5,1,1,6,0,0,0,411.0,393.0,461.0,979.0,514.8571428571429,487.42857142857144,539.4333333333333,214.85221942180658,96.21,97.22714285714285
2013-02-06,461.0,96.44,0,0,0,2013,2,6,2,1,6,0,0,0,272.0,487.0,413.0,541.0,497.57142857142856,473.92857142857144,515.8666666666667,230.58176940285696,96.68,97.09285714285714
2013-02-07,397.0,95.84,0,0,0,2013,2,7,3,1,6,0,0,0,461.0,282.0,326.0,434.0,493.85714285714283,477.35714285714283,513.2,230.98948646452024,96.44,96.87285714285713
2013-02-08,226.0,95.71,0,0,0,2013,2,8,4,1,6,0,0,0,397.0,401.0,389.0,593.0,510.2857142857143,482.42857142857144,511.96666666666664,217.0811785835843,95.84,96.61428571428571
2013-02-09,377.0,96.14333333333333,0,0,0,2013,2,9,5,1,6,1,0,0,226.0,775.0,697.0,700.0,485.2857142857143,470.7857142857143,499.73333333333335,240.5706509432063,95.71,96.36428571428571
2013-02-10,356.0,96.57666666666667,0,0,0,2013,2,10,6,1,6,1,0,0,377.0,855.0,616.0,726.0,428.42857142857144,447.92857142857144,488.96666666666664,205.10473515000143,96.14333333333333,96.23571428571428
2013-02-11,407.0,97.01,1,0,0,2013,2,11,0,1,7,0,0,0,356.0,411.0,318.0,631.0,357.14285714285717,429.35714285714283,476.6333333333333,81.77087617529837,96.57666666666667,96.22857142857143
2013-02-12,469.0,97.48,1,0,0,2013,2,12,1,1,7,0,0,0,407.0,272.0,393.0,679.0,356.57142857142856,435.7142857142857,469.1666666666667,81.34465182759202,97.01,96.34285714285716
2013-02-13,277.0,97.03,0,0,0,2013,2,13,2,1,7,0,0,0,469.0,461.0,487.0,683.0,384.7142857142857,441.14285714285717,462.1666666666667,81.2869696111944,97.48,96.45714285714287
2013-02-14,280.0,97.3,0,0,0,2013,2,14,3,1,7,0,0,0,277.0,397.0,282.0,547.0,358.42857142857144,426.14285714285717,448.6333333333333,82.25135691455493,97.03,96.54142857142857
2013-02-15,304.0,95.95,0,0,0,2013,2,15,4,1,7,0,0,0,280.0,226.0,401.0,265.0,341.7142857142857,426.0,439.73333333333335,84.95040569986233,97.3,96.75
2013-02-16,576.0,96.135,0,0,0,2013,2,16,5,1,7,1,0,0,304.0,377.0,775.0,4.0,352.85714285714283,419.07142857142856,441.03333333333336,71.25407256531125,95.95,96.78428571428572
2013-02-17,395.0,96.32,0,0,0,2013,2,17,6,1,7,1,0,0,576.0,356.0,855.0,60.0,381.2857142857143,404.85714285714283,460.1,111.06711827496277,96.135,96.78309523809524
2013-02-18,417.0,96.505,0,0,0,2013,2,18,0,1,8,0,0,0,395.0,407.0,411.0,667.0,386.85714285714283,372.0,471.26666666666665,110.56435316355811,96.32,96.74642857142855
2013-02-19,244.0,96.69,0,0,0,2013,2,19,1,1,8,0,0,0,417.0,469.0,272.0,1090.0,388.2857142857143,372.42857142857144,462.93333333333334,110.93198259250835,96.505,96.67428571428572
2013-02-20,339.0,94.92,0,0,0,2013,2,20,2,1,8,0,0,0,244.0,277.0,461.0,760.0,356.14285714285717,370.42857142857144,434.73333333333335,116.12267733081241,96.69,96.56142857142856
2013-02-21,457.0,92.79,0,0,0,2013,2,21,3,1,8,0,0,0,339.0,280.0,397.0,461.0,365.0,361.7142857142857,420.7,111.3463066293615,94.92,96.25999999999999
2013-02-22,186.0,93.12,0,0,0,2013,2,22,4,1,8,0,0,0,457.0,304.0,226.0,413.0,390.2857142857143,366.0,420.56666666666666,108.89706804396181,92.79,95.61571428571429
2013-02-23,497.0,92.99333333333334,0,0,0,2013,2,23,5,1,8,1,0,0,186.0,576.0,377.0,326.0,373.42857142857144,363.14285714285717,413.0,131.30734574889118,93.12,95.21142857142857
2013-02-24,509.0,92.86666666666666,0,0,0,2013,2,24,6,1,8,1,0,0,497.0,395.0,356.0,389.0,362.14285714285717,371.7142857142857,418.7,113.13182365634046,92.99333333333334,94.76261904761905
2013-02-25,441.0,92.74,0,0,0,2013,2,25,0,1,9,0,0,0,509.0,417.0,407.0,697.0,378.42857142857144,382.64285714285717,422.7,126.11087336527406,92.86666666666666,94.26928571428573
2013-02-26,550.0,92.63,0,0,0,2013,2,26,1,1,9,0,0,0,441.0,244.0,469.0,616.0,381.85714285714283,385.07142857142856,414.1666666666667,127.65112425595528,92.74,93.7314285714286
2013-02-27,388.0,92.84,0,0,0,2013,2,27,2,1,9,0,0,0,550.0,339.0,277.0,318.0,425.57142857142856,390.85714285714283,411.96666666666664,124.93979502525303,92.63,93.15142857142857
2013-02-28,316.0,92.03,0,0,0,2013,2,28,3,1,9,0,0,1,388.0,457.0,280.0,393.0,432.57142857142856,398.7857142857143,414.3,120.5775782679029,92.84,92.85428571428572
2013-03-01,305.0,90.71,0,0,0,2013,3,1,4,1,9,0,1,0,316.0,186.0,304.0,487.0,412.42857142857144,401.35714285714283,411.73333333333335,127.40075502504773,92.03,92.74571428571429
2013-03-02,627.0,90.51666666666667,0,0,1,2013,3,2,5,1,9,1,0,0,305.0,497.0,576.0,282.0,429.42857142857144,401.42857142857144,405.6666666666667,96.2927085208718,90.71,92.40142857142857
2013-03-03,853.0,90.32333333333332,0,0,0,2013,3,3,6,1,9,1,0,0,627.0,509.0,395.0,401.0,448.0,405.07142857142856,417.1666666666667,120.89113560003707,90.51666666666667,92.04761904761904
2013-03-04,554.0,90.13,0,0,0,2013,3,4,0,1,10,0,0,0,853.0,441.0,417.0,775.0,497.14285714285717,437.7857142857143,432.23333333333335,196.25105398564395,90.32333333333332,91.6842857142857
2013-03-05,487.0,90.88,0,0,0,2013,3,5,1,1,10,0,0,0,554.0,550.0,244.0,855.0,513.2857142857143,447.57142857142856,424.8666666666667,195.5093469937044,90.13,91.31142857142856
2013-03-06,458.0,90.47,0,0,0,2013,3,6,2,1,10,0,0,0,487.0,388.0,339.0,411.0,504.2857142857143,464.92857142857144,412.6,194.98693484924755,90.88,91.06142857142856
2013-03-07,566.0,91.53,0,0,0,2013,3,7,3,1,10,0,0,0,458.0,316.0,457.0,272.0,514.2857142857143,473.42857142857144,414.1666666666667,189.75397605470982,90.47,90.72285714285714
2013-03-08,361.0,92.01,0,0,0,2013,3,8,4,1,10,0,0,0,566.0,305.0,186.0,461.0,550.0,481.2142857142857,423.96666666666664,168.55661758985713,91.53,90.65142857142858
2013-03-09,549.0,92.03,0,0,0,2013,3,9,5,1,10,1,0,0,361.0,627.0,497.0,397.0,558.0,493.7142857142857,420.6333333333333,155.83966119059681,92.01,90.83714285714287
2013-03-10,591.0,92.05,0,0,0,2013,3,10,6,1,10,1,0,0,549.0,853.0,509.0,226.0,546.8571428571429,497.42857142857144,425.7,152.84352409291947,92.03,91.05333333333333
2013-03-11,296.0,92.07,0,0,0,2013,3,11,0,1,11,0,0,0,591.0,554.0,441.0,377.0,509.42857142857144,503.2857142857143,437.8666666666667,80.19321904595382,92.05,91.29999999999998
2013-03-12,213.0,92.44,0,0,0,2013,3,12,1,1,11,0,0,0,296.0,487.0,550.0,356.0,472.57142857142856,492.92857142857144,435.1666666666667,110.0315971934984,92.07,91.57714285714285
2013-03-13,620.0,92.47,0,0,0,2013,3,13,2,1,11,0,0,0,213.0,458.0,388.0,407.0,433.42857142857144,468.85714285714283,430.4,146.67748877822243,92.44,91.79999999999998
2013-03-14,388.0,93.03,0,0,0,2013,3,14,3,1,11,0,0,0,620.0,566.0,316.0,469.0,456.57142857142856,485.42857142857144,437.5,163.06528052987122,92.47,92.08571428571427
2013-03-15,240.0,93.49,0,0,0,2013,3,15,4,1,11,0,0,0,388.0,361.0,305.0,277.0,431.14285714285717,490.57142857142856,434.8,156.9197550463592,93.03,92.29999999999998
2013-03-16,779.0,93.56333333333333,0,0,0,2013,3,16,5,1,11,1,0,0,240.0,549.0,627.0,280.0,413.85714285714283,485.92857142857144,433.56666666666666,171.8850668047577,93.49,92.51142857142857
2013-03-17,695.0,93.63666666666666,0,0,0,2013,3,17,6,1,11,1,0,0,779.0,591.0,853.0,304.0,446.7142857142857,496.7857142857143,450.2,217.85906322338602,93.56333333333333,92.7304761904762
2013-03-18,465.0,93.71,0,0,0,2013,3,18,0,1,12,0,0,0,695.0,296.0,554.0,576.0,461.57142857142856,485.5,463.23333333333335,232.39969674597026,93.63666666666666,92.95714285714284
2013-03-19,418.0,92.44,0,0,0,2013,3,19,1,1,12,0,0,0,465.0,213.0,487.0,395.0,485.7142857142857,479.14285714285717,459.53333333333336,220.8224885028048,93.71,93.19142857142856
2013-03-20,522.0,93.21,0,0,0,2013,3,20,2,1,12,0,0,0,418.0,620.0,458.0,417.0,515.0,474.2142857142857,460.3,190.08068462278493,92.44,93.19142857142856
2013-03-21,241.0,92.46,0,0,0,2013,3,21,3,1,12,0,0,0,522.0,388.0,566.0,244.0,501.0,478.7857142857143,463.8,184.5878291401321,93.21,93.29714285714286
2013-03-22,353.0,93.41,0,0,0,2013,3,22,4,1,12,0,0,0,241.0,240.0,361.0,339.0,480.0,455.57142857142856,463.7,206.63171747499604,92.46,93.21571428571427
2013-03-23,544.0,93.78999999999999,0,0,0,2013,3,23,5,1,12,1,0,0,353.0,779.0,549.0,457.0,496.14285714285717,455.0,464.1666666666667,188.36350369381395,93.41,93.20428571428572
2013-03-24,529.0,94.17,0,0,0,2013,3,24,6,1,12,1,0,0,544.0,695.0,591.0,186.0,462.57142857142856,454.64285714285717,467.06666666666666,145.64666965280142,93.78999999999999,93.23666666666666
2013-03-25,413.0,94.55,0,0,0,2013,3,25,0,1,13,0,0,0,529.0,465.0,296.0,497.0,438.85714285714283,450.2142857142857,478.5,110.8533995440647,94.17,93.31285714285714
2013-03-26,300.0,95.99,0,0,0,2013,3,26,1,1,13,0,0,0,413.0,418.0,213.0,509.0,431.42857142857144,458.57142857142856,475.7,110.55143168507088,94.55,93.43285714285715
2013-03-27,353.0,96.53,0,0,0,2013,3,27,2,1,13,0,0,0,300.0,522.0,620.0,441.0,414.57142857142856,464.7857142857143,468.73333333333335,121.40408716741048,95.99,93.93999999999998
2013-03-28,594.0,97.24,0,0,0,2013,3,28,3,1,13,0,0,0,353.0,241.0,388.0,550.0,390.42857142857144,445.7142857142857,465.8,112.99241441037314,96.53,94.41428571428571
2013-03-29,575.0,97.205,0,0,0,2013,3,29,4,1,13,0,0,0,594.0,353.0,240.0,388.0,440.85714285714283,460.42857142857144,467.26666666666665,113.95529616393168,97.24,95.09714285714287
2013-03-30,577.0,97.16999999999999,0,0,0,2013,3,30,5,1,13,1,0,0,575.0,544.0,779.0,316.0,472.57142857142856,484.35714285714283,473.5,116.29682876567306,97.205,95.6392857142857
2013-03-31,643.0,97.13499999999999,0,0,0,2013,3,31,6,1,13,1,0,1,577.0,529.0,695.0,305.0,477.2857142857143,469.92857142857144,482.2,120.27567540961056,97.16999999999999,96.12214285714285
2013-04-01,431.0,97.1,0,1,0,2013,4,1,0,2,14,0,1,0,643.0,413.0,465.0,627.0,493.57142857142856,466.2142857142857,493.46666666666664,135.23295597210137,97.13499999999999,96.54571428571428
2013-04-02,527.0,97.23,0,0,0,2013,4,2,1,2,14,0,0,0,431.0,300.0,418.0,853.0,496.14285714285717,463.7857142857143,486.93333333333334,133.60692169124118,97.1,96.91
2013-04-03,463.0,95.02,0,0,0,2013,4,3,2,2,14,0,0,0,527.0,353.0,522.0,554.0,528.5714285714286,471.57142857142856,476.06666666666666,101.83623641719593,97.23,97.08714285714287
2013-04-04,305.0,93.26,0,0,0,2013,4,4,3,2,14,0,0,0,463.0,594.0,241.0,487.0,544.2857142857143,467.35714285714283,473.03333333333336,75.24341451962046,95.02,96.87142857142855
2013-04-05,415.0,92.76,0,0,0,2013,4,5,4,2,14,0,0,0,305.0,575.0,353.0,458.0,503.0,471.92857142857144,466.96666666666664,113.15476127852483,93.26,96.30285714285712
2013-04-06,972.0,92.96000000000001,0,0,0,2013,4,6,5,2,14,1,0,0,415.0,577.0,544.0,566.0,480.14285714285717,476.35714285714283,465.53333333333336,112.34385989960809,92.76,95.66785714285713
2013-04-07,936.0,93.16,0,0,0,2013,4,7,6,2,14,1,0,0,972.0,643.0,529.0,361.0,536.5714285714286,506.92857142857144,479.06666666666666,218.31922891556232,92.96000000000001,95.06642857142857
2013-04-08,369.0,93.36,0,0,0,2013,4,8,0,2,15,0,0,0,936.0,431.0,413.0,549.0,578.4285714285714,536.0,498.23333333333335,265.1828659264252,93.16,94.49857142857142
2013-04-09,458.0,94.18,0,0,0,2013,4,9,1,2,15,0,0,0,369.0,527.0,300.0,591.0,569.5714285714286,532.8571428571429,492.23333333333335,271.8785618266957,93.36,93.96428571428571
2013-04-10,386.0,94.59,0,0,0,2013,4,10,2,2,15,0,0,0,458.0,463.0,353.0,296.0,559.7142857142857,544.1428571428571,487.8,274.91314645763686,94.18,93.52857142857144
2013-04-11,235.0,93.44,0,0,0,2013,4,11,3,2,15,0,0,0,386.0,305.0,594.0,213.0,548.7142857142857,546.5,490.8,280.90313531281816,94.59,93.46714285714286
2013-04-12,358.0,91.23,0,0,1,2013,4,12,4,2,15,0,0,0,235.0,415.0,575.0,620.0,538.7142857142857,520.8571428571429,491.53333333333336,292.0500609403088,93.44,93.49285714285715
2013-04-13,789.0,90.40333333333334,0,0,0,2013,4,13,5,2,15,1,0,0,358.0,972.0,577.0,388.0,530.5714285714286,505.35714285714283,482.8,296.82983741691527,91.23,93.27428571428572
2013-04-14,506.0,89.57666666666667,0,0,1,2013,4,14,6,2,15,1,0,0,789.0,936.0,643.0,240.0,504.42857142857144,520.5,496.1666666666667,256.83643117936424,90.40333333333334,92.90904761904763
2013-04-15,413.0,88.75,0,0,0,2013,4,15,0,2,16,0,0,0,506.0,369.0,431.0,779.0,443.0,510.7142857142857,505.03333333333336,174.7016504405911,89.57666666666667,92.39714285714287
2013-04-16,372.0,88.73,0,0,0,2013,4,16,1,2,16,0,0,0,413.0,458.0,527.0,695.0,449.2857142857143,509.42857142857144,492.8333333333333,172.37141515316452,88.75,91.73857142857143
2013-04-17,400.0,86.65,0,0,0,2013,4,17,2,2,16,0,0,0,372.0,386.0,463.0,465.0,437.0,498.35714285714283,482.06666666666666,174.69592630243693,88.73,90.96000000000001
2013-04-18,283.0,87.83,0,0,0,2013,4,18,3,2,16,0,0,0,400.0,235.0,305.0,418.0,439.0,493.85714285714283,479.9,174.09384442497236,86.65,89.8257142857143
2013-04-19,376.0,88.04,0,0,0,2013,4,19,4,2,16,0,0,0,283.0,358.0,415.0,522.0,445.85714285714283,492.2857142857143,475.4,165.45032343216906,87.83,89.02428571428572
2013-04-20,647.0,88.29666666666667,0,0,0,2013,4,20,5,2,16,1,0,0,376.0,789.0,972.0,241.0,448.42857142857144,489.5,470.53333333333336,163.99070821528946,88.04,88.56857142857143
2013-04-21,683.0,88.55333333333334,0,0,1,2013,4,21,6,2,16,1,0,0,647.0,506.0,936.0,353.0,428.14285714285717,466.2857142857143,484.06666666666666,116.8466638682622,88.29666666666667,88.26761904761905
2013-04-22,408.0,88.81,0,0,0,2013,4,22,0,2,17,0,0,0,683.0,413.0,369.0,544.0,453.42857142857144,448.2142857142857,495.06666666666666,150.7391313305392,88.55333333333334,88.12142857142858
2013-04-23,400.0,89.21,0,0,0,2013,4,23,1,2,17,0,0,0,408.0,372.0,458.0,529.0,452.7142857142857,451.0,490.53333333333336,150.97429614089256,88.81,88.13
2013-04-24,493.0,91.07,0,0,0,2013,4,24,2,2,17,0,0,0,400.0,400.0,386.0,413.0,456.7142857142857,446.85714285714283,486.23333333333335,148.8351596965737,89.21,88.19857142857143
2013-04-25,219.0,93.27,0,0,0,2013,4,25,3,2,17,0,0,0,493.0,283.0,235.0,300.0,470.0,454.5,488.9,147.0691447358459,91.07,88.83
2013-04-26,491.0,92.63,0,0,0,2013,4,26,4,2,17,0,0,0,219.0,376.0,358.0,353.0,460.85714285714283,453.35714285714283,486.2,161.87590779300473,93.27,89.60714285714286
2013-04-27,755.0,93.11666666666666,0,0,0,2013,4,27,5,2,17,1,0,0,491.0,647.0,789.0,594.0,477.2857142857143,462.85714285714283,490.8,157.6078617811877,92.63,90.26285714285713
2013-04-28,719.0,93.60333333333334,0,0,0,2013,4,28,6,2,17,1,0,0,755.0,683.0,506.0,575.0,492.7142857142857,460.42857142857144,496.1666666666667,180.59966250034353,93.11666666666666,90.95142857142856
